filename,opencv_count,opencv_time_ms,nano_count,nano_time_ms
176.jpg,75,27.5084,61,27.1014
177.jpg,71,27.0926,56,27.3545
178.jpg,51,25.2097,40,26.2335
179.jpg,64,26.9698,53,26.9344
180.jpg,88,28.4095,71,28.0648
181.jpg,63,26.7143,56,26.0901
182.jpg,71,27.4691,63,33.591
183.jpg,70,28.3434,55,28.4316
184.jpg,41,25.6439,20,26.7189
185.jpg,57,28.4252,32,28.796
186.jpg,42,26.4082,30,26.702
187.jpg,41,24.0354,28,24.0337
188.jpg,45,24.611,25,24.8972
189.jpg,20,22.0121,8,21.3228
190.jpg,4,21.7833,2,21.9884
191.jpg,0,20.8762,0,21.3094
192.jpg,0,17.9228,0,20.7527
193.jpg,0,18.5472,0,17.5135
194.jpg,0,16.095,0,16.3717
195.jpg,0,14.902,0,15.9548
196.jpg,0,15.742,0,16.6839
197.jpg,0,15.1742,0,16.2482
198.jpg,0,18.5189,0,19.2732
199.jpg,0,17.6043,0,18.8079
200.jpg,0,17.3758,0,17.6739
