filename,opencv_count,opencv_time_ms,nano_count,nano_time_ms
070.jpg,218,53.5718,198,54.4849
071.jpg,222,119.157,205,119.468
072.jpg,220,433.351,201,436.371
073.jpg,221,159.269,208,162.526
074.jpg,219,211.785,208,213.903
075.jpg,216,251.821,203,255.821
076.jpg,219,354.524,202,357.33
077.jpg,214,694.25,201,690.767
078.jpg,211,610.276,196,603.114
079.jpg,208,879.737,191,880.395
080.jpg,212,494.534,200,502.147
081.jpg,218,745.583,204,751.712
082.jpg,219,653.396,205,635.599
083.jpg,217,792.482,207,791.821
084.jpg,212,171.226,200,172.781
085.jpg,208,348.511,198,348.696
086.jpg,215,466.185,194,473.712
087.jpg,202,201.471,191,208.665
088.jpg,202,556.918,194,548.962
089.jpg,206,595.41,194,599.784
090.jpg,213,653.122,197,676.583
091.jpg,205,842.625,195,859.058
092.jpg,207,637.279,197,628.098
093.jpg,211,683.955,202,782.585
094.jpg,213,979.735,198,972.218
095.jpg,212,688.962,202,673.597
096.jpg,219,371.423,205,357.817
097.jpg,216,130.499,207,134.153
098.jpg,215,89.4067,201,89.1395
099.jpg,215,115.686,200,120.513
100.jpg,219,62.55,202,61.976
101.jpg,221,89.2353,207,88.7067
102.jpg,221,87.5676,206,89.4916
103.jpg,221,94.1846,205,95.1961
104.jpg,220,166.651,200,170.78
105.jpg,218,155.097,201,154.03
106.jpg,215,132.418,201,131.071
107.jpg,212,261.638,200,268.55
108.jpg,208,259.994,199,259.629
109.jpg,212,414.148,189,430.737
110.jpg,209,364.798,187,348.298
111.jpg,217,399.382,192,380.041
112.jpg,213,328.322,192,335.577
113.jpg,214,378.287,197,381.921
114.jpg,213,169.192,193,167.726
115.jpg,206,321.028,191,326.473
116.jpg,214,349.61,188,348.689
117.jpg,194,297.08,169,302.821
118.jpg,195,335.744,175,334.949
119.jpg,180,184.187,153,184.618
120.jpg,188,211.728,163,210.445
121.jpg,187,273.461,158,277.767
122.jpg,192,313.122,169,303.588
123.jpg,184,183.148,155,183.221
124.jpg,189,396.408,168,401.923
125.jpg,189,206.727,169,205.316
126.jpg,189,327.594,166,325.823
127.jpg,178,375.733,159,376.977
128.jpg,179,309.415,164,307.659
129.jpg,175,300.769,157,305.634
130.jpg,0,27.1077,0,28.2564
131.jpg,0,24.1744,0,25.457
132.jpg,0,24.8507,0,26.5449
133.jpg,0,24.9731,0,26.7167
134.jpg,0,27.0385,0,29.4783
135.jpg,0,28.1969,0,29.213
136.jpg,0,27.4048,0,28.8614
137.jpg,0,29.6466,0,30.1869
138.jpg,0,28.5019,0,29.8087
139.jpg,0,27.2083,0,28.8685
140.jpg,157,151.961,133,157.191
141.jpg,186,232.556,163,233.266
142.jpg,177,212.331,153,214.818
143.jpg,184,189.142,169,187.771
144.jpg,188,165.498,170,169.318
145.jpg,207,71.3088,195,74.3001
146.jpg,211,40.4798,196,39.933
147.jpg,217,171.421,196,176.128
148.jpg,210,53.3066,194,56.3967
149.jpg,216,39.5899,200,39.149
150.jpg,219,142.734,198,138.172
151.jpg,223,71.2893,205,67.2482
152.jpg,221,39.0389,203,37.158
153.jpg,220,39.042,206,39.6731
154.jpg,220,38.9077,205,39.981
155.jpg,219,43.5426,206,43.178
156.jpg,224,39.301,205,40.3394
157.jpg,224,41.1879,207,41.3275
158.jpg,225,44.2102,207,43.8594
159.jpg,221,42.3995,207,43.2086
160.jpg,220,41.2755,205,40.5743
161.jpg,221,41.0769,208,42.3089
162.jpg,221,36.8028,208,37.5473
163.jpg,220,37.8226,208,38.0027
164.jpg,216,36.622,204,37.6743
165.jpg,202,43.4254,181,43.76
166.jpg,206,84.2964,188,83.2077
167.jpg,204,359.688,181,365.1
168.jpg,208,550.868,191,566.882
169.jpg,207,274.457,201,275.942
170.jpg,198,223.051,192,248.566
171.jpg,192,563.222,190,559.596
172.jpg,196,387.361,192,381.641
173.jpg,197,319.993,193,355.194
174.jpg,196,498.138,192,497.192
175.jpg,197,413.069,195,432.523
176.jpg,191,165.753,190,163.348
177.jpg,158,261.735,141,274.826
178.jpg,174,177.386,166,177.769
179.jpg,148,470.481,124,469.12
180.jpg,145,684.928,123,676.892
181.jpg,152,539.872,136,559.832
182.jpg,161,834.883,150,820.992
183.jpg,160,896.174,147,899.499
184.jpg,157,662.285,141,669.153
185.jpg,155,279.522,134,292.676
186.jpg,153,210.367,139,209.951
187.jpg,183,205.105,177,217.611
188.jpg,194,215.167,185,220.154
189.jpg,206,374.237,197,365.102
190.jpg,204,506.515,193,502.449
191.jpg,202,164.88,197,167.089
192.jpg,205,111.93,200,113.035
193.jpg,210,153.608,201,156.69
194.jpg,213,169.975,205,172.523
195.jpg,209,140.84,200,143.391
196.jpg,211,139.842,203,141.475
197.jpg,213,99.5359,199,97.2818
198.jpg,214,155.614,205,149.267
199.jpg,213,125.144,203,124.986
200.jpg,211,83.5442,196,84.2813
