filename,opencv_count,opencv_time_ms,nano_count,nano_time_ms
001.jpg,237,50.4195,230,46.8441
002.jpg,239,39.1656,233,39.1553
003.jpg,238,38.2767,233,38.6313
004.jpg,240,38.1738,234,37.365
005.jpg,239,44.0002,234,43.1745
006.jpg,245,41.2041,239,42.2033
007.jpg,246,44.1123,240,44.3834
008.jpg,241,32.1997,237,31.3013
009.jpg,241,31.1968,236,30.8677
010.jpg,245,34.0908,240,34.7112
011.jpg,242,35.4928,237,34.803
012.jpg,235,36.7523,229,39.4003
013.jpg,232,38.3179,226,47.7763
014.jpg,228,38.1907,221,36.6258
015.jpg,238,33.0807,233,34.7053
016.jpg,241,45.0361,237,37.2643
017.jpg,237,36.1733,232,34.4321
018.jpg,240,38.7378,237,31.078
019.jpg,245,35.8541,241,31.8573
020.jpg,242,37.6513,236,38.2209
021.jpg,241,33.74,236,34.0761
022.jpg,240,34.6895,234,35.1717
023.jpg,236,36.6376,229,36.1194
024.jpg,236,36.9957,232,37.2787
025.jpg,241,34.6379,237,33.3719
026.jpg,240,32.9701,234,33.7066
027.jpg,243,34.2548,238,33.3473
028.jpg,239,33.3648,235,33.3686
029.jpg,239,33.7888,234,33.6553
030.jpg,244,31.2778,241,31.2645
031.jpg,246,32.1999,243,33.0473
032.jpg,241,32.5451,239,32.1563
033.jpg,242,33.1629,237,33.1794
034.jpg,241,32.6403,237,31.3287
035.jpg,245,38.9889,240,31.359
036.jpg,243,32.9236,238,38.8306
037.jpg,242,34.2144,236,33.8934
038.jpg,239,32.4738,234,33.1104
039.jpg,241,33.0123,235,32.6832
040.jpg,239,33.494,235,33.7199
041.jpg,239,36.0786,233,35.6557
042.jpg,243,33.5328,237,31.9183
043.jpg,242,32.1582,238,31.5679
044.jpg,237,31.4137,234,32.0806
045.jpg,244,32.2537,239,32.9413
046.jpg,241,30.8294,237,31.6827
047.jpg,244,32.5706,241,31.542
048.jpg,241,32.1297,237,32.1362
049.jpg,236,35.4643,229,36.0638
050.jpg,240,35.3242,236,35.6791
051.jpg,240,31.6615,235,39.1616
052.jpg,236,34.5802,231,34.7101
053.jpg,240,33.639,234,33.0859
054.jpg,239,33.621,233,34.4577
055.jpg,241,32.067,236,32.2955
056.jpg,238,31.232,235,30.7492
057.jpg,241,38.487,237,41.3961
058.jpg,237,33.9668,232,34.4582
059.jpg,240,32.8672,235,33.0863
060.jpg,233,33.1138,229,33.4575
061.jpg,237,31.671,232,32.5178
062.jpg,243,32.9726,240,32.7504
063.jpg,239,31.7436,235,29.9695
064.jpg,237,31.1822,234,32.7069
065.jpg,237,32.6631,233,33.5647
066.jpg,239,31.0812,237,32.3513
067.jpg,240,31.046,237,30.8851
068.jpg,233,31.7001,230,31.5048
069.jpg,240,33.0433,237,33.8855
070.jpg,237,32.6465,235,31.9926
071.jpg,236,31.2951,235,31.9804
072.jpg,234,31.694,232,31.9796
073.jpg,235,33.1228,234,34.1726
074.jpg,232,34.1257,231,35.191
075.jpg,237,35.5862,235,36.5552
076.jpg,239,37.0815,239,35.6256
077.jpg,237,34.0656,235,34.9414
078.jpg,232,34.8378,231,34.6182
079.jpg,233,33.7407,232,34.5094
080.jpg,232,36.9469,232,35.7662
081.jpg,233,34.7117,232,35.3018
082.jpg,234,34.386,232,34.5948
083.jpg,233,34.7569,232,35.211
084.jpg,233,35.1713,232,34.9401
085.jpg,227,33.9584,225,34.4305
086.jpg,226,38.7153,225,35.1834
087.jpg,230,33.6249,229,32.7743
088.jpg,229,33.0018,227,33.5692
089.jpg,230,35.501,230,35.495
090.jpg,226,35.07,225,35.7861
091.jpg,228,33.4601,227,33.9866
092.jpg,229,33.5722,228,34.1236
093.jpg,224,34.9897,222,35.3393
094.jpg,223,38.5099,205,38.724
095.jpg,219,33.9346,202,35.1322
096.jpg,218,31.8302,201,31.9983
097.jpg,219,34.3288,204,34.633
098.jpg,218,33.9675,202,35.6241
099.jpg,217,35.5896,201,34.6939
100.jpg,219,33.412,199,33.5253
101.jpg,218,31.683,205,31.8454
102.jpg,214,44.3304,198,38.4153
103.jpg,220,32.6745,201,33.4952
104.jpg,220,31.6199,199,32.1165
105.jpg,215,33.6368,195,35.7433
106.jpg,216,36.426,198,36.8968
107.jpg,214,34.2983,194,35.5936
108.jpg,212,34.7359,197,36.1173
109.jpg,217,34.882,198,32.7229
110.jpg,213,36.9018,198,41.3025
111.jpg,209,33.769,196,33.7016
112.jpg,213,34.2026,194,34.2018
113.jpg,206,32.9998,189,34.2973
114.jpg,206,33.8549,192,34.065
115.jpg,198,32.709,186,33.211
116.jpg,203,40.3782,191,38.2218
117.jpg,194,44.2078,181,36.5434
118.jpg,203,35.3418,187,35.3186
119.jpg,197,37.4684,185,37.6724
120.jpg,185,38.256,172,37.7263
121.jpg,179,37.0964,168,37.6602
122.jpg,176,41.8221,159,40.1492
123.jpg,176,39.4027,164,39.2925
124.jpg,159,40.6812,138,40.2981
125.jpg,139,39.8065,125,39.5179
126.jpg,134,39.272,116,39.2188
127.jpg,136,38.723,111,41.0977
128.jpg,145,40.2509,126,39.2202
129.jpg,123,36.9801,107,38.4103
130.jpg,146,42.3986,130,41.1725
131.jpg,145,46.0348,128,47.1797
132.jpg,141,39.2497,121,39.5407
133.jpg,128,47.6499,109,37.3902
134.jpg,140,43.9252,103,44.1684
135.jpg,130,45.1315,108,45.6472
136.jpg,125,40.3584,103,39.9137
137.jpg,128,38.1006,101,38.6131
138.jpg,119,45.3446,98,45.2302
139.jpg,142,46.6864,119,45.0807
140.jpg,122,37.6737,101,37.6049
141.jpg,142,38.3213,116,38.3619
142.jpg,135,45.0341,102,44.2575
143.jpg,134,44.76,112,45.0945
144.jpg,139,40.4004,117,40.3098
145.jpg,121,39.4872,100,40.0382
146.jpg,124,46.9025,93,46.6141
147.jpg,125,42.6609,105,40.7336
148.jpg,128,38.0976,109,38.0343
