filename,opencv_count,opencv_time_ms,nano_count,nano_time_ms
168.jpg,181,37.4392,181,37.6133
169.jpg,204,34.9481,204,33.8147
170.jpg,218,36.8928,218,35.8919
171.jpg,157,57.9217,138,56.8022
172.jpg,219,37.1195,219,37.0404
173.jpg,185,40.554,185,40.6784
174.jpg,179,40.9654,172,40.1044
175.jpg,166,43.0078,154,42.9942
176.jpg,210,36.4606,204,36.3718
177.jpg,210,38.4243,209,38.0998
178.jpg,215,38.6361,215,38.6227
179.jpg,215,39.1874,214,38.582
180.jpg,215,42.4362,215,40.8227
181.jpg,201,42.4133,200,42.4416
182.jpg,149,53.4697,131,52.8553
183.jpg,193,42.0225,187,42.3167
184.jpg,203,36.5812,203,37.3656
185.jpg,0,16.0621,0,16.874
186.jpg,91,46.3078,39,45.4859
187.jpg,92,43.6562,44,42.3266
188.jpg,99,42.0771,70,41.6271
189.jpg,206,37.3543,206,36.8346
190.jpg,212,36.3772,212,35.4664
191.jpg,202,40.0523,201,40.0178
192.jpg,171,44.0389,115,44.4219
193.jpg,213,36.4665,213,36.3532
194.jpg,197,38.0927,133,38.1105
195.jpg,191,42.0118,130,42.5236
196.jpg,127,51.2287,78,52.1349
197.jpg,179,53.1392,179,52.9346
198.jpg,178,50.515,178,52.835
199.jpg,206,43.4107,206,43.0092
200.jpg,212,42.1702,212,41.6242
