filename,opencv_count,opencv_time_ms,nano_count,nano_time_ms
001.jpg,195,10653.3,172,10669.4
002.jpg,206,8292.81,183,8288.9
003.jpg,196,8645.78,172,8674.72
004.jpg,198,11853.6,174,11961.5
005.jpg,193,12800.3,173,12772.5
006.jpg,188,10562.6,167,10701.2
007.jpg,200,9251.63,169,9507.82
008.jpg,191,10174.5,158,10111.4
009.jpg,181,10124.7,152,10055.8
010.jpg,192,7922.94,163,7906.95
011.jpg,182,8330.95,159,8356.94
012.jpg,183,9794.82,155,9703.07
013.jpg,180,8555.21,156,8580.92
014.jpg,202,11021.8,173,11288.2
015.jpg,200,11597.3,180,11430.2
016.jpg,205,8728.01,179,8764.77
017.jpg,196,10337.2,164,10513.8
018.jpg,185,9029.42,152,8999.96
019.jpg,192,6073.7,170,6103.34
020.jpg,203,8093.13,181,8057.12
021.jpg,204,9176.66,185,9189.82
022.jpg,110,7672.42,70,7833.02
023.jpg,232,7254.97,205,7152.91
024.jpg,231,9297.67,205,9284.92
025.jpg,233,7399.96,203,7280.18
026.jpg,227,6192.79,203,6201.24
027.jpg,225,8064.4,200,8108.33
028.jpg,229,7326.22,203,7297.36
029.jpg,229,7983.24,205,8002.33
030.jpg,223,2616.01,194,2620.19
031.jpg,220,3322.7,201,3346
032.jpg,226,4208.98,204,4254.93
033.jpg,228,5564.15,198,5594.49
034.jpg,228,5219.78,201,5219.46
035.jpg,228,3045.77,199,3051.28
036.jpg,230,3889.17,205,3954.27
037.jpg,229,1838.1,208,1841.88
038.jpg,227,1179.61,205,1200.71
039.jpg,221,1292.32,201,1311.81
040.jpg,221,1171.78,200,1160.32
041.jpg,226,1113.36,203,1147.69
042.jpg,233,1068.68,210,1065.1
043.jpg,232,2537.65,210,2582.4
044.jpg,231,6755.94,206,6753.34
045.jpg,233,2808.36,208,2827.5
046.jpg,231,3955.03,210,3967.81
047.jpg,230,4412.18,203,4287.32
048.jpg,226,783.687,205,795.13
049.jpg,108,2829.64,190,2831.22
050.jpg,176,1861.07,150,1877.02
051.jpg,164,2000.65,141,1994.65
052.jpg,177,3370.25,153,3381.25
053.jpg,180,2697.38,154,2716.75
054.jpg,184,3005.63,151,3019.43
055.jpg,187,3933.89,160,3948.28
056.jpg,0,25.6174,0,25.9273
057.jpg,0,28.4544,0,29.4984
058.jpg,0,26.7814,0,27.8195
059.jpg,0,32.0596,0,32.7408
060.jpg,0,33.3706,0,35.0262
061.jpg,0,26.1482,0,26.7742
062.jpg,0,25.9575,0,26.9775
063.jpg,0,27.2218,0,28.7469
064.jpg,0,27.323,0,26.3253
065.jpg,0,26.2861,0,27.3492
066.jpg,0,26.5112,0,27.9772
067.jpg,0,26.8353,0,27.3458
068.jpg,0,27.9539,0,30.6887
069.jpg,0,41.4311,0,43.7624
070.jpg,0,41.6518,0,43.7179
071.jpg,0,42.0469,0,47.0788
072.jpg,0,45.0379,0,47.0714
073.jpg,0,37.8266,0,40.8442
074.jpg,0,30.2439,0,31.287
075.jpg,0,28.2525,0,28.4715
076.jpg,0,32.6733,0,36.5675
077.jpg,0,37.6962,0,39.6751
078.jpg,0,26.5207,0,26.8022
079.jpg,0,24.9371,0,25.4794
080.jpg,0,24.9396,0,24.9735
081.jpg,0,24.8891,0,25.7206
082.jpg,0,26.3513,0,27.0528
083.jpg,0,27.183,0,26.2181
084.jpg,0,26.5475,0,27.9852
085.jpg,190,2392.04,160,2404.4
086.jpg,180,1395.92,152,1391.46
087.jpg,176,1702.92,145,1693.22
088.jpg,176,3856.47,144,3867.18
089.jpg,181,5221.88,154,5213.5
090.jpg,172,5885.23,141,5881.39
091.jpg,188,4748.36,157,4769.35
092.jpg,197,2454.6,163,2475.89
093.jpg,196,4011.34,164,4035.02
094.jpg,211,5625.44,199,5683
095.jpg,217,5578.53,195,5557.38
096.jpg,212,4876.81,198,4857.51
097.jpg,230,5746.91,212,5812.81
098.jpg,229,1544.62,205,1607.34
099.jpg,218,4398.65,203,4362.48
100.jpg,222,7370.07,202,7365.74
101.jpg,217,5605.53,204,5619.01
102.jpg,217,1242.71,196,1245.44
103.jpg,211,2352.66,194,2353.94
104.jpg,180,1919.25,153,1972.47
105.jpg,195,7561.58,175,7629.29
106.jpg,185,8104.86,160,8103.15
107.jpg,182,4002.03,156,4030.89
108.jpg,195,4841.17,171,4900.97
109.jpg,185,1495.38,158,1491.65
110.jpg,177,2017.89,153,2033.73
111.jpg,177,6054.74,161,6059.18
112.jpg,126,6478.75,100,6494.69
113.jpg,114,8166.09,93,8148.78
114.jpg,113,7871.64,96,7819.92
115.jpg,104,7019.17,83,7015.68
116.jpg,101,7869.52,81,7975.42
117.jpg,0,36.6141,0,41.7428
118.jpg,0,33.3104,0,40.872
119.jpg,0,34.4506,0,35.3064
120.jpg,0,32.7858,0,35.901
121.jpg,0,28.2971,0,29.1675
122.jpg,0,34.0287,0,36.718
123.jpg,0,34.1126,0,34.6569
124.jpg,0,33.47,0,36.349
125.jpg,0,26.3214,0,27.6736
126.jpg,0,22.4704,0,21.9671
127.jpg,169,2213.17,140,2225.88
128.jpg,166,4204.04,138,4259.74
129.jpg,184,6265.04,162,6259.02
130.jpg,186,6048.49,161,6083.41
131.jpg,171,5465.6,148,5440.08
132.jpg,185,4052.67,156,4053.43
133.jpg,185,1217.27,161,1215.94
134.jpg,197,1227.25,175,1210.42
